title,text
"Kanye West Jumping Into Rap Beef ... Drops Drake, J. Cole Diss","
           Kanye West 's jumped straight into rap beef ... dropping a remix of  Future  and  Kendrick Lamar 's diss track ""Like That"" -- and, taking aim at  Drake  and  J. Cole . 
       
           The controversial rapper shared a look at the new track -- titled ""Like That (Remix)"" -- on an episode of ""The Download"" hosted by his pal  Justin Laboy  ... playing the opening live on the show. 
       
           The opening features a line directly from the recently-released Future, K.dot,  Metro Boomin  track,  ""Like That""  ... which many took as a response to Drake and J. Cole's hit song ""First Person Shooter,"" igniting a pretty viral rap back-and-forth. 
       
           While Ye only played a little bit on the show ... a fuller track seems to have leaked online -- though it's unclear if this is what the final verse sounds like or if this is all fan/AI-made. 
       
           But, assuming it's real ... Kanye takes a pretty ruthless dig at both Drake and J -- rapping, ""Y'all so outta sight, outta mind / Can't even think of a Drake line / Play J. Cole get the p***y dry / Play this s*** back 130 times."" 
       
           Not really a line that's up for interpretation here ... Ye's taking direct shots at his adversaries -- and, we gotta say he didn't miss. 
       
           And, Ye's not tamping down any of the drama surrounding the song ... instead, hopping back on X to post an NSFW J. Cole meme -- so, it looks like he's feeding into the frenzy. 
       
           He's also promising more coming soon ... so, keep your ears peeled for whatever he decides to drop next. 
       
           BTW, one more thing to note ... we don't know if Future, Kendrick and Metro signed off on this collab. Kanye has gotten in trouble in the past for  sampling songs without permission  -- so, maybe hold up speculating Kanye's back in these rapper's good graces. 
       
           Either way, it's a pretty huge slam ... and, given Drake's history in this beef, there may be a response coming very soon!!! 👀 
      "
Ashanti I'm Preggo with Nelly's Baby ... And We're Engaged Too!!!,"
           2:33 PM PT  -- According to  Essence ,  Nelly  and  Ashanti  are also engaged -- so big day for them. 
       
           Ashanti says, ""This new year of my life is such a blessing full of love, hope, and anticipation. Motherhood is something that I have looked forward to, and sharing this with my family, fiancé, and loyal fans, who have been so supportive of my career, is an amazing experience."" 
       
           Ashanti is finally confirming what we've suspected for months now ... she and Nelly are indeed expecting a child together! 
       
           On Wednesday, Ashanti posted a comedy skit on Instagram, which showed her momager  Tina Douglas  rushing her to the stage ahead of a concert at Barclays Center. 
       
           When Tina asked how much time she needed to get ready, Ashanti coyly replied ""9 months"" ... and also captioned the post ""Baby, baby, baby, baby"" and clearly wasn't referencing her 2002 hit!!! 
       
           It was Nelly who first tipped off fans -- way  back in December  -- when he gleefully kept rubbing on Ashanti's belly. It wasn't hard for folks to connect the dots, but now they've made it official. 
       
           The family news has been a long time coming -- the couple initially started dating in 2003!!! 
       
           We got soon-to-be uncle  Ja Rule  to give Ashanti and Nelly  some parenting advice  not too long ago. Doing his best Hallmark card impression, Ja told us the main ingredient for a healthy family recipe is love. 
       
           Congratulations to the happy couple! Musical prodigy now uploading. 
       
           Originally Published -- 2:12 PM PT 
      "
"YG All for Cole's Apology, But ... I Love Beef and My New Drop!!!","
           YG  is 100% for rap beef -- whether he's in the mix or on the sidelines -- but doesn't fault  J. Cole  for not feeling the same way when he was up against  Kendrick Lamar . 
       
           TMZ Hip Hop recently linked with YG in L.A. and the 4HUNNID hitmaker is ready to exercise his first boss moves of 2024 ... he just shot the vid for his upcoming single, ""Knockas."" 
       
           YG's back in the saddle with his day one collaborator  Mustard , and L.A. radio is about to experience a revival of sorts -- they're releasing the upcoming compilation, ""Just Re'd Up 3"" soon and point him to the action!!! 
       
           Hip Hop has been offering tons of just that as of late, and we had to get his thoughts on Kendrick Lamar vs. Everybody, including his homie J. Cole. 
       
           YG has records with both Kendrick and Cole but didn't come down on the Dreamville rapper for apologizing like  other culture critics . 
       
           He's thinking like a boss more than ever. YG and his label recently inked a multi-album partnership deal with BMG, after officially departing Def Jam Records -- so, more than ever, his career is his to control. 
       
           All money in like the late, great  Nipsey Hussle !!! 
      "
Nicki Minaj Almost Nailed by Object ... Hurls it Back Into Crowd!!!,"
           Nicki Minaj  will not stand for objects being thrown at her -- giving one concertgoer a taste of their own medicine. 
       
           Check it out .. during a performance of her hit song ""Starships,"" the rapper swats away an item as it flies toward her face. Clearly irritated with the onstage distraction, NM picks up the object and hurls it back into the crowd. 
       
           Even after her high-velocity revenge ... Nicki appears to keep eyeing the rowdy concertgoer, but pressed on with the weekend set in Detroit. 
       
           Fans of the rapper have since rallied around Nicki ... defending it was inappropriate for the fan to throw the object. 
       
           However, others expressed concern about a potential lawsuit for the chart-topper. 
       
           Still, there's been a disturbing trend of artists being hit in the face with unwanted items in recent years. Remember, last June,  Bebe Rexha  was left with a black eye after a fan threw their phone at the singer in the hope of getting a photo. 
       
           That same summer,  Pink   was left speechless after one of her fans  threw their mom's ashes  onstage. 
       
           Cardi B  narrowly  avoided charges  after she  threw a mic  at a fan after a drink was thrown at her during a Las Vegas performance. 
       
           Harry Styles  has been hit while performing on more than one occasion. Notably, Skittles made a public plea in 2022 after the One Direction alum was pelted with the candy during one of his shows. 
       
           We're not sure why this trend is growing ... but celebs are def over it!!! 
      "
Bam Margera Throws Punches in Street Fight Video ... Claims Self-Defense!!!,"
           4:37 PM PT --  Bam Margera  just posted video to Instagram showing a portion of the attempts he says he made to call 911 for police assistance last week ... recorded before he ended up taking matters into his own hands, fighting off a threatening stranger. 
       
           Bam's obviously frustrated at the lack of response in the video, and claims when no cops showed up, the whole neighborhood told him to go handle it ... and clapped when he was done. 
       
           Bam Margera recently found himself throwing down with a stranger -- a fist fight captured on camera, but Bam says he was simply protecting himself and friends ... TMZ has learned. 
       
           ICYMI ... the video shows the 'Jackass' star wailing on an unidentified man. The clip's making the rounds online and has many of Bam's fans speculating the face-off has something to do with a tattoo dispute Bam posted about Monday -- he's calling his latest ink job ""highway robbery"" -- but we're told this is an entirely separate incident. 
       
           Bam's manager  Mike Quinn  tells TMZ … the fight in question happened last week in L.A. -- and was sparked when the stranger threatened to kill Bam and his entourage outside of the property where Bam was staying. 
       
           Mike adds, ""This individual, who had been pacing nearby for hours relentlessly, and causing disturbances by yelling and overturning trash cans, escalated the confrontation by punching Margera when he stepped outside to smoke."" 
       
           We're told repeated calls to the police were made, but no assistance arrived. Mike says someone from Bam's camp began recording the incident in response to the aggressive harassment. 
       
           Bam tells us ... ""I'm not going to be threatened or attacked without defending myself and my friends or people trying to just walk by this idiot, I aimed only to neutralize the threat and ensure the safety of my crew."" 
       
           His rep tells TMZ the altercation ended swiftly with no injuries, and the aggressor eventually departed without returning. 
       
           This update comes a month after Bam was  caught on camera  getting into a heated argument with girlfriend  Dannii Marie , who was concerned about his sobriety at the time. 
       
           Never a dull moment in the life of Bam. 
       
           Originally Published -- 3:30 PM PT 
      "
CHRIS PRATT & KAT SCHWARZENEGGER Home Tear Down Angers Architect's Stans ... But His Daughter Says Chill,"
           Chris Pratt  and  Katherine Schwarzenegger  have architecture super fans (yeah, they're a thing) up in arms after they demolished an historic L.A. pad to build their dream home, but the architect's daughter says it's not that big of a loss. 
       
           Erin Ellwood , daughter of the legendary architect  Craig Ellwood  -- who designed and built the Brentwood, CA home in 1950 -- tells TMZ there's no need for the uproar over the Pratts' teardown of the iconic residence known as the Zimmerman home. 
       
           In her eyes, it's not nearly the tragedy her father's fans are making it out to be, especially because it's not the most spectacular example of his elegant work. 
       
           Erin says she definitely would've preferred someone to simply renovate the place and keep it standing -- but still, she's not bent out of shape about Katherine and Chris' decision to start afresh on the property. 
       
           The Hollywood couple purchased the property last year for $12.5 million due to its location ... and Erin says she respects their desire to build a family nest close to the double compound owned by Katherine's mom  Maria Shriver . 
       
           All that being said, Erin's laying down the eco-friendly law, saying what she's really not a fan of is waste. 
       
           She's all about giving back, suggesting it would be nice if things from the old pad got recycled to help those in need, or at least, given new life in architecture schools. 
       
           It remains to be seen whether Erin's stance will be the chill pill architecture fans need to ease their fury over C&K tearing down the historic gem. 
       
           Despite the hate, the couple is marching forward, swapping a piece of L.A. history to reportedly construct a bigger, bolder, modern farmhouse-style pad which is right on trend. 
       
           As they say, out with the old, in with the new -- even for an Ellwood classic. 
      "
Kid Cudi Breaks Foot After jumping Off Coachella stage,"
           9:45 AM PT  --  Kid Cudi  just posted a video update detailing what happened during his jump offstage, ""This is what happens when a 40-year-old man tries to prance around off stage like he's 26."" 
       
           He says it's a major setback but reiterates to his fans that he's OK, and will still be touring in the coming months as long as he gets his doctor's approval. Safe to say he's learned his lesson. 
       
           Kid Cudi cut his Coachella set short Sunday ... after breaking a bone by jumping off the stage. 
       
           Late into his performance on the Sahara stage, the rapper was getting off the platform ... noticeably swaying back and forth. At one point, Kid Cudi jumped down hard off the stage -- and was struggling to get up. 
       
           KC found help as 2 security guards tried to help him walk it off -- but he was unable to finish the performance. 
       
           It appears Cudi did some damage -- he told his fans on X he broke his foot. 
       
           Cudi  said , ""Hey guys, so I broke my foot today at the show. 🤦🏾‍♂️ just leavin the hospital. Never broken a bone before so this is all a bit crazy. I wanna thank u all for ur concerns and well wishes!! I love yall man. I heard yall still ragin when I was offstage. Made me smile big."" 
       
           Though Kid Cudi's set ended early, the crowd wasn't too shortchanged. Cudi only had one and a half songs left in his Sunday set. 
       
           The Coachella live stream -- which documented Kid Cudi's injury -- proceeded to play a recording of his hit, ""Pursuit of Happiness,"" to make up for his absence. 
       
           KC couldn't say goodbye to his fans  ... some of whom seemed super confused. 
       
           This was Kid Cudi's first time back at Coachella since 2019 ... so it's a bummer. 
       
           It was a rough weekend for musicians ...  Luke Bryan  took a  hard fall onstage  during the Coast City Country Festival in Vancouver. Unlike Cudi, LB was left unscathed from his fall ... he even laughed off the whole thing!!! 
       
           Originally Published -- 6:35 AM PT 
      "
Dwyane Wade 'High Dining' For Best Buds ... Gabrielle Makes Magic!!!,"
           Dwyane Wade 's annual ""High Dining"" dinner, in honor of 420, went down with several of the NBA great's famous pals rolling up to join the festivities -- including a few surprises. 
       
           TMZ got vid of D. Wade and the founders of Jeeter -- the cannabis co. behind the event -- connecting Saturday night. Dwyane is a board member for the brand, so they've made a habit of blowing out 420 every year with a celeb-packed evening. 
       
           Organizers connected to the event tell us the high-grade guest list included  Zachary Levi ,  Jay Ellis ,   Jeff Ross ,   Seth Green ,   Karrueche Tran ,  Nazanin Mandi ,  Jozzy ,  Armani White  and  Freddie Prinze Jr.  ... who all partook in the 3-course meal along with other festivities. 
       
           His wife  Gabrielle Union  stood in as magician  Kevin Li 's assistant -- thankfully everyone kept their hands to themselves, and no one was sliced and diced on the table. 👀 
       
           The event also debuted Jeeter and the  Bob Marley  estate's master collaboration -- a 4.2-gram pre-roll packaged in a guitar case ... in other words, a Jah-endorsed rollout! 
       
           Bob's grandson, Grammy-nominated singer  Skip Marley  also performed ""Jamming"" and ""One Love"" -- and the significance of having the latest generation of Marley hitmakers present needed no explanation. 
       
           Neither did D. Wade's self-review of the event!!! 
      "
Ne-Yo Gets Warning from Carl Thomas ... Throuple Not All It's Cracked Up to Be!!!,"
           Ne-Yo  is happily living his truth as a non-monogamous man -- but his R&B OG  Carl Thomas  is forewarning him that 2 heads aren't always better than one!!! 
       
           The ""Because Of You"" singer was turning heads in L.A. yesterday when TMZ Hip Hop caught him at The Grove with both of his girlfriends -- and, though he told us he's not looking to get hitched anytime soon, he IS  loving the lifestyle !!! 
       
           Carl's a little older than Ne-Yo but added his own 2 cents to the convo after The Shade Room reposted our clip -- he says he once entertained a throuple situation but says time and wisdom changed his ways. 
       
           The singer was once a platinum-selling powerhouse on  Diddy 's Bad Boy Records in the early 2000s, when you gotta imagine he had plenty of options in the female department. But, now he's testifying to being a one-woman man, and seems to believe Ne-Yo will eventually narrow down his options too. 
       
           Ne-Yo's fresh off  a divorce , and told us everyone's situation varies. 
      "
GloRilla Arrested for DUI in Georgia ... Cops Say Boob Popped Out,"
           GloRilla  found herself in a jail cell this week after cops busted her for DUI -- and she apparently had a wardrobe malfunction while this all went down ... TMZ has learned. 
       
           According to a police report, obtained by TMZ, the rapper was arrested and booked early Tuesday morning on suspicion of driving under the influence, consuming/possessing an open alcoholic beverage container and a separate traffic charge in Gwinnett County, GA. 
       
           She was hauled into jail around 6:12 AM ET and bonded out a few hours later. Her booking info, obtained by TMZ, notes that one of her aliases is Hallelujah ... which is her legal middle name. 
       
           As for what exactly happened here -- cops say they saw a vehicle making a U-turn at a solid red traffic light around 4 AM ET, so they pulled the vehicle over to see what was what. 
       
           The officer who took the report claims he smelled marijuana and alcohol emanating from the car, and claims GloRilla told him she'd been drinking that evening ... but, he explains she wouldn't say how much she'd consumed, and insisted she was good to drive. 
       
           The police say they then administered a field sobriety test -- which they claim GloRilla was shaky on, especially staying on her feet. They put her through the wringer, it seems -- making her do the eye-follow test, the walk-and-turn, one-leg balance, walk-in-a-straight-line, etc. 
       
           On just about all of them ... the cops claim she bombed. Finally, they got to the breathalyzer ... which the police claim she refused to submit to. During this whole back and forth, the cop says GloRilla's breast slipped out from under her clothes -- which he had to tell her about. 
       
           In the end, GloRilla got arrested -- and cops say an associate came to pick up her vehicle. 
       
           What's interesting is that GloRilla herself hasn't shown any indication she ran into legal trouble. Her IG is full of people twerking their asses to her and  Megan Thee Stallion 's new 'Wanna Be' song. So, business as usual in other words. 
       
           We've reached out to GloRilla ... so far, no word back. 
      "
Kanye West Suspect in LAPD Battery Report ... Guy Allegedly Grabbed Bianca,"
           10:16 PM PT  -- A rep for  Kanye West  tells TMZ ... ""'Grabbed' is grossly inadequate as a description of what happened. Bianca was physically assaulted."" 
       
           They add, ""The assailant didn't merely collide into her. He put his hands under her dress, directly on her body, he grabbed her waist, he spun her around, and then he blew her kisses. She was battered and sexually assaulted."" 
       
           Kanye West might have new legal trouble on his hands -- he's the named suspect in a battery report, and cops are now looking into the claims against him ... TMZ has learned. 
       
           Law enforcement sources tell us ... police are investigating Ye after cops say they were told he punched a man in the face late Tuesday night -- but the guy he struck had allegedly pushed or grabbed West's wife,  Bianca Censori . 
       
           We're told Kanye and Bianca took off after the alleged altercation ... and, the alleged victim did not require treatment for injuries. 
       
           We're told police plan on reaching out to Kanye for his side of the story, and will also speak to witnesses. 
       
           This isn't the first time Ye's found himself at the center of a battery investigation ... remember, cops looked into a 2023 incident where video showed him  grabbing a photog's phone , and throwing it in an intersection. Ultimately, he wasn't charged. 
       
           Also, a man  sued Ye for assault and battery  earlier this year ... claiming the rap star struck him in downtown L.A., back in 2022, after saying ""I'm going to make a f***ing example of you."" 
       
           We've reached out to Kanye's team ... so far, no word back. 
       
           Originally Published -- 9:00 PM PT 
      "
Damian Lillard Estranged Wife Clowns GloRilla ... After DUI Arrest,"
           Damian Lillard 's estranged wife was apparently not a fan of  GloRilla  recently shooting her shot at the NBA superstar ... the hooper's ex clowned the Memphis rapper shortly after she was arrested for DUI. 
       
           GloRilla  was arrested  in Georgia on Tuesday for suspicion of driving under the influence, consuming/possessing an open alcoholic beverage container, as well as another traffic charge. 
       
           Kay'La  -- who was married to Dame from September 2021 until he  filed for divorce  in October 2023 -- saw the legal trouble as an opportunity to roast the rapper ... this after she said she wanted to be with the Milwaukee Bucks guard. 
       
           ""Free GloLillard,"" Kay'La wrote on a photo of Glo's mugshot on Instagram, adding the hashtag, ""#sisterwife🤷🏽‍♀️"" 
       
           Fans instantly caught on to the shade ... and had plenty to say about the cryptic message. 
       
           ""She mad, hurt, and taking it out on the wrong person,"" a follower commented. 
       
           Others believe Kay'La -- who has three kids with Lillard -- was joking ... with most people feeling she missed the mark. 
       
           Another wrote ... ""Didn’t he file for a divorce 😩😩 this is cringey af."" 
       
           Glo, nor Dame, has responded ... not surprising given the hooper has an NBA playoff series coming up. 
       
           Game 1 of the Bucks vs. Pacers series starts Sunday. 
      "
"Kodak Black I'm Off the Hook!!! Drug, Tampering Charges Dismissed","
           Kodak Black  can now place his recent drug possession case in his rearview mirror ... the last significant charge in the case was tossed out this week!!! 
       
           Court docs obtained by TMZ Hip Hop show a judge just dismissed the remaining tampering charge against the Florida rapper -- this after previously tossing the drug possession charges, back in February, after Kodak showed he had a prescription for the drugs. 
       
           Bradford Cohen , Kodak's attorney, tells TMZ Hip Hop ... ""The court recognized the valid arguments that were made to dismiss the last remaining count of this wrongful arrest. We are happy to see the case resolved and Kodak continue to be successful in both the entertainment world and his philanthropic ventures."" 
       
           Broward County State's Attorney's Office also confirmed the case is now over, aside from a traffic citation ... for double parking. 
       
           As we previously reported,  lab tests  determined the pills lifted off Kodak were actually oxycodone, and he showed a valid prescription for them. 
       
           His new single, ""Stressed Out,"" is probably a fitting description of his mood prior to getting the good news. 
      "
Sauce Gardner Scares Jets Fan After Pic W/ Drake ... Terrified Of The Curse!!!,"
           The Jets are no strangers to bad luck (Exhibit A,  Aaron Rodgers  last season) ... and that's why star Gang Green fans went into a full-on panic when star CB  Sauce Gardner  posted a photo with  Drake , fearing the famed Drizzy Curse would plague them in '24! 
       
           But, the young Pro Bowler is trying his best to assuage the fan's fears ... saying he's actually using the Drake Curse for good, to take down the 31 other NFL teams. 
       
           ""I told Drake that he should bet on all other 31 teams each week,"" the lockdown corner wrote on X. 
       
           ""Relax Jets fans.. we good."" 
       
           Sauce's comment comes after Jets supporters panicked after seeing the pic of the rapper, the CB, and  Odell Beckham Jr. 
       
           ""Bro stay the hell away from Drake,"" one fan commented on Gardner's photo. ""He gunna bet on us and screw it all up!"" 
       
           Of course, Drake has a long history of jinxing teams/athletes he supports. Just this past NCAA Tournament, Drizzy's preferred college basketball team, Kentucky, lost to 14 seed Oakland in the first round, arguably the biggest upset of the entire tournament. 
       
           He also supported #1 seeded Houston before the tourney kicked off ... and although UH made the Sweet 16, they lost to Duke. 
       
           In fairness to Drake, he has long supported the Toronto Raptors ... and the team won an NBA title in 2019, as Aubrey watched every home game from his courtside seats. But, bottom line, a lot of his teams have lost in big spots. 
       
           So, if something happens this upcoming season, you know who to blame! 👀 
      "
Drake Trollin' Kendrick's Manager ... Where Is This Supposed Smoke?!?,"
           Drake  has turned his scope away from  Metro Boomin  and  Rick Ross , and returned it to the main event ...  Kendrick Lamar !!! 
       
           In his latest IG post, Drake somehow dug up a photo of Kendrick's manager  Anthony Saleh  poppin' tags shopping at one of the rap megastar's OVO stores. 
       
           It's unclear when Saleh was loading up on the golden owl gear, but Drake pushed the issue on Kendrick's response with his caption -- ""Are we getting in our bag or nah??"" 
       
           Drake also posted an up close and personal Saleh selfie littered with turtle emojis where he asked, ""Wonder if today is the day"" ... indicating Kendrick and camp have been moving too slow for his taste. 
       
           Drake's ""Push Ups (Drop & Give Me Fifty)"" diss has been getting positive reviews across the internet and on the demo version, he openly dared Kendrick to release the vent track he's supposedly been letting collect dust for 4 years. 
       
           Saleh may be busy at the moment -- his other clients  Nas  and  Future  are in the middle of album runs, and Kendrick AI tracks are clogging up the conversations daily. 
       
           Nonetheless ... Kendrick's West Coast peeps are confident he'll prevail in the end. 👀 
      "
Dutch Soccer Final Fire Breaks Out Behind Goal ... Game Delayed 30 Minutes,"
           A soccer final in the Netherlands was a real barn burner ... quite literally 'cause a fire broke out behind one of the goals throwing the match into chaos. 
       
           Feyenoord played NEC Nijmegen in the Dutch Cup Final Sunday -- the championship match of a major knockout tournament in the Netherlands -- when fans reportedly set off fireworks in the stadium ... and a huge banner caught fire. 
       
           The plume of black smoke's totally encasing the fans here ... making it difficult even to see the ones in the middle while those on the sides seem to be waving for help. 
       
           The fire -- reported to be relatively small -- was apparently put out quickly by firefighters, and there are no reported injuries ... but, check out the pic. Definitely, could've been worse. 
       
           BTW ... sports conspiracy theorists can have a field day with this one -- 'cause it was a Feyenoord banner that caught fire causing players to evacuate the field for about half an hour in the 55th minute. 
       
           Unclear if their supporters actually started the fire -- though some online are claiming they did -- but, four minutes after play resumed Feyenoord scored the lone goal of the afternoon winning the match 1-0. Coincidence??? 
       
           In any case, it's Feyenoord's 14th KNVB Dutch Cup victory ... and, ya gotta think their fans are pretty fired up about it!!! 
      "
"Travis Scott I'll Be Honest, Grammys Matter ... And I Wanna Win One!!!","
           Travis Scott  says while many of his contemporaries have turned their back on the Grammys -- he's still holding out hope he can snag one ... 'cause he still finds they hold value. 
       
           The rapper got brutally honest on a new episode of  LeBron James ' show 'The Shop' -- where he basically said that he's frustrated he hasn't won a coveted statuette in his career ... despite having been nominated a whopping ten times already. 
       
           TS says he knows a lot of people in the music biz -- including  Drake ,  The Weeknd  and others -- have  thrown up two middle fingers  at the Recording Academy ... but he isn't there yet. 
       
           Travis notes that a pro in any industry -- especially competitive ones, like sports -- is in it to win it ... and he says he's no different, explaining that being recognized for his work and honored among his peers is important to him. 
       
           He goes on to say that the prestige that Grammys have historically held still carries weight in his mind -- which is why he says it sucks to get strung along for so many years without a prize, especially when you get booked to perform -- like he has many, many times. 
       
           As we reported ... Travis seemed to  throw a fit  at this year's Grammy Awards when he was snubbed once again -- lashing out on stage and breaking a lot of the stage props for his performance. 
       
           He was up for Best Rap Album and lost to  Killer Mike  ... who had  his own trouble at the Grammys . But when it comes to chasing the elusive trophy, Travis says he still wants it. 
      "
Ice Spice Hops On Viral 'Fisherrr' Remix... 🍑 Creamy Like Danimals!!!,"
           Ice Spice  has added her flavor to the hottest hip hop joint on TikTok at the moment ...  Cash Cobain  and  Bay Swag 's ""Fisherrr"" hit has been remixed by Miss Munchkin herself!!! 
       
           Akademiks   says he received an anonymous DM on Thursday ... and quickly realized it was Ice's contribution to the viral smash the East Coast has crowned as their newest rap classic. 
       
           The consensus in Ak's comment section and around the web was Ice got busy on the track ... her BX bark blends well on the ""sexy drill"" beat. 
       
           That's the name of the new genre  Cash told TMZ Hip Hop  he was pioneering when he gave us the play-by-play of how the song blew up on TikTok. 
       
           Ice comes through with show-stealing lyrics of her own ... ""And my ass fat 'cause I eat my oats and my vegetables/And my p***y fat, and it's creamy, ooh, just like Danimals."" 
       
           Expect a Slizzy Summer with this track playing in the streets!!! 
      "
"Touré Drake Started Battle, Kendrick Will Win War ... Gonna Be Tragic!!!","
           Drake  will be licking his wounds and bowing to King  Kendrick Lamar  ... a shameful sight  Touré  says will become Drake's reality after their rap battle is all said and done. 
       
           The tenured music and cultural critic hopped on ""TMZ Live"" on Thursday and pinpointed what he feels are dings in Drake's armor ... mainly his comeback response, which Touré isn't all that impressed with. 
       
           Drake has been owning up to his ""Push Ups (Drop & Give Me Fifty)"" track ... using the lyrics to tease both  Metro Boomin  and Kendrick's manager on social media ... but Touré feels sneaky tactics pale in comparison to the points K. Dot has already put on the board. 
       
           Remember, Kendrick's feature on  Future  and Metro's  ""Like That"" record  has been No. 1 on the Hot 100 for 3 straight weeks now and Touré is daring any DJ to try and drop ""Push Ups"" in the club ... he says the song will bomb!!! 
       
           Touré says Kendrick and everyone else is well within their rights to fire back at Drake after years of sneak disses ... and he's strongly against giving Drake a handicap for not showing signs of obliteration. 
       
           It's an interesting viewpoint ... especially since Drake claimed it was Kendrick who gets the benefit of the doubt over him. 
       
           At any rate, Touré's convinced a Kendrick nuke is coming. His backers are speaking similar code. 
      "
"Ne-Yo Let Polygamists Do What They Want ... But, No Marriage For Me","
           Ne-Yo  wants the government to stay out of his love life ... saying he thinks polygamists should be allowed to marry multiple people -- while holding hands with his two partners! 
       
           We caught up with the singer-songwriter at The Grove in Los Angeles Thursday ... and he made his feelings pretty clear ... consenting adults should do whatever the hell they want in their love lives without government interference. 
       
           That said, Ne-Yo says he's not going to Washington, D.C. to fight for a law change ... 'cause it's not currently affecting his personal life, and he's not sure he wants to marry multiple women. 
       
           We also asked Ne-Yo why he doesn't write songs about dating multiple women ... and, he says it's 'cause he draws on his own life experiences, and this is his first relationship with two women. 
       
           And, we even asked Ne-Yo's GFs if they're interested in walking down the aisle together to marry the star ... and, ya gotta see their reactions to the question. 
       
           Ne-Yo enjoying a polygamous relationship ain't new ... remember, we told you Ne-Yo was spotted down in Miami  holding hands with two women  last summer -- after  his divorce  from ex-wife,  Crystal Renay . 
       
           The two split in part because of Ne-Yo's infidelity ... and, it seems a relationship with two women may suit him better than a relationship with just one. 
       
           Anyhoo ... no wedding bells for Ne-Yo in the future -- both by law and by choice! 
      "
GloRilla DUI Arrest on Body Cam Video ... Does Several Sobriety Tests,"
           GloRilla  got put through the gauntlet of a typical DUI arrest -- having to do a bunch of field sobriety tests for the responding officer ... which we can now see on video. 
       
           TMZ has obtained the body cam footage from Tuesday night in Gwinnett County, GA -- where cops pulled her over and ultimately  took her to jail  and booked her on suspicion of driving under the influence, among other charges. 
       
           Now, we can see exactly how the whole thing played out on camera -- and you can tell right from the get-go the officer here wasn't gonna let her off the hook, despite GloRilla insisting she was okay to drive. The cop wasn't buying that, and made her get out of the car. 
       
           BTW, worth noting ... GloRilla does tell the officer she had a gun in the car -- but it doesn't sound like one was ever found, there's no mention of a firearm in the police report ... nor was she booked on any weapons charges. So, it's unclear if GloRilla simply misspoke. 
       
           Anyway, once GloRilla is out of the vehicle ... the officers make her do a bunch of things to prove she's not intoxicated -- including balance tests, walking straight, etc. 
       
           GloRilla asks for clarification multiple times, but to our eye ... she actually does pretty decently on most of these. Of course, the cops felt differently ... and eventually, they asked her to voluntarily submit to a breathalyzer, which GloRilla refuses to do here in the video. 
       
           In the end, we know how this all worked out ... GloRilla was hauled to jail, where she posed for a mug shot and sat in the drunk tank until it was time to cut her loose. 
       
           She hasn't addressed the arrest yet ... but there's no hiding from it now. BTW, the moment GloRilla's boob popped out during this entire interaction shows up here too ... and she hardly noticed it until the cop pointed it out. 
       
           We've reached out to GloRilla's team ... no word back yet. 
      "
Shyne I Was Fall Guy for '99 Shooting ... But Won't Blame Diddy,"
           Shyne  says he 100% was the fall guy in the 1999 NYC club shooting, for which he did time,  -- and while the shooting victim is pointing the finger at  Diddy  ... Shyne isn't quite going there. 
       
           The ex-Bad Boy star -- who did about 8 years in prison over the infamous incident -- spoke to  the media  this week down in Belize ... where he's now an elected member of the House of Representatives. 
       
           It's fascinating ... Shyne says he's tried putting the whole saga behind him, but the renewed online buzz about it -- thanks to  Rodney Jones' lawsuit  against Diddy -- has opened old wounds, but he's maintaining his innocence. 
       
           Shyne has been on this drumbeat for years, BTW ... insisting he didn't do it and that he took the fall for someone else -- although, he once again stops short of blaming Puff. 
       
           And yet, if you listen to him here, he does urge folks to watch recent videos posted by  Natania Reuben  ... the woman who was shot 25 years ago in the nightclub. 
       
           If you haven't seen them yet ... Natania has posted multiple clips where she details the saga from her POV -- she was shot in the face, and makes no bones about accusing Diddy of pulling the trigger. 
       
           Natania says she's been telling this to anyone who'll listen since it happened -- even though Diddy was never charged for doing so. 
       
           The D.A. hit Diddy with gun possession and bribery charges, related to the incident -- but he was acquitted of all charges. Shyne, meanwhile, was convicted over the shooting  ... and like we said, he served time. 
       
           You'll recall ... this all happened while Diddy and  Jennifer Lopez  were dating, and while she was present that night, she was not charged or accused of any crime. 
       
           Like we said, Shyne doesn't go so far as to cosign on Natania's remarks, even though he encouraged people to watch them. 
       
           He does say he wishes Diddy well and he appreciates everything Diddy has done for Belize in the years since -- so, they're certainly friendly. They even performed together last year in Europe. 
       
           Of course, the reason this is all under a microscope anew is because Diddy is being  investigated by the feds  over a number of things -- and he's in the crosshairs of an ongoing probe. 
       
           Diddy has denied all the allegations in the lawsuits filed against him, and he hasn't been charged with any crime. 
      "
